pmid,publication_year,authors,title,abstract,residue_type,residue_origin,frap_value,frap_units,search_query
29391620,2018,"Ćebović, Tatjana; Arsenijević, Jelena; Drobac, Milica; Živković, Jelena; Šoštarić, Ivan; Maksimović, Zoran",Potential use of deodorised water extracts: polyphenol-rich extract of <i>Thymus pannonicus</i> All. as a chemopreventive agent.,"Deodorised water extracts of aromatic plants are obtained as by-products of essential oil isolation and usually discarded as waste. However, phytochemical composition of these extracts encourages their further utilization as food additives or functional food ingredients. In this study we investigated phytochemical composition, antioxidant and in vivo antiproliferative activity of deodorised water extract of <i>Thymus pannonicus</i> All. (DWE). HPLC analysis revealed rosmarinic acid (RA) (71.11 ± 1.54 mg/g) as the most abundant constituent of the extract, followed by salvianolic acid H (14.83 ± 0.79 mg/g, calculated as RA). DWE exhibited pronounced antioxidant activity in vitro, in FRAP and DPPH tests (FRAP value: 7.41 mmol Fe/g and SC<sub>50</sub>: 3.80 μg/g, respectively). Using the model of Ehrlich carcinoma cells in mice that were treated with DWE prior, at the time, and after tumour cells implantation, the tumour growth suppression and redox status of malignant cells (i.e., activities of antioxidant enzymes, level of glutathione and intensity of lipid peroxidation) were followed. DWE applied as pretreatment caused disturbance of antioxidant equilibrium as well as apoptosis/necrosis of up to 90% EAC cells. Results obtained in the present study revealed chemopreventive potential and possibility of <i>T. pannonicus</i> DWE usage. High content of RA and other phenolic compounds explains, at least in part, the observed effects.",by-product,,7.41,mmol,
40058931,2025,"Amoedo, Sofia M; Gonçalves, Daniela A; Teixeira, José A; Nobre, Clarisse",Sustainable development of a carob-based food with antioxidant and prebiotic functionality via in situ enzymatic and microbial fructo-oligosaccharide production.,"Fructo-oligosaccharides (FOS) are well-established prebiotics, while polyphenols have recently demonstrated their potential as prebiotics. Carob pulp, with its high intrinsic sucrose content and high levels of polyphenols, shows great potential to be transformed into a prebiotic food. In this study, we investigated the development of a functional food product based on carob pulp, with an emphasis on sustainability. The intrinsic sucrose content of the carob pulp extracts was in situ converted into the prebiotic FOS using two approaches: 1) commercial enzyme complexes, specifically, Viscozyme® L, Pectinex® Ultra SP-L, Catazyme® 25 L, and Novozym® 960; or 2) fermentation with microorganisms, namely Aureobasidium pullulans CCY 27.1.94 and Aspergillus ibericus MUM 03.49. Under optimal conditions, 86 ± 1 g/L of sucrose was extracted from carob pulp using a pulp:water ratio of 1:3 (w/v) at 46.1 °C for 132 min. The enzyme blend Novozym® 960 produced the best results yielding 0.423 ± 0.013 g<sub>FOS</sub>/g<sub>initial sucrose</sub>, with a purity of 29.6 ± 0.3 (w/w) after 45 min of reaction. After enriching the carob pulp extract with sucrose, the yield increased to 0.496 ± 0.005 g<sub>FOS</sub>/g<sub>initial sucrose</sub>. When using A. ibericus a production yield of 0.347 ± 0.003 was achieved in a carob pulp medium, and 0.454 ± 0.003 g<sub>FOS</sub>/g<sub>initial sucrose</sub> in a sucrose-enriched medium. Enrichment with aguamiel, a low-cost substrate supporting a more sustainable process, resulted in a prebiotic yield of 0.422 ± 0.007 g<sub>FOS</sub>/g<sub>initial sucrose</sub>. The carob pulp extract exhibited significant antioxidant activity, with 72.1 ± 0.2 μmol TEq/g DW by the FRAP assay and 5.35 ± 0.05 μg/mL by ABTS, along with high phenolic (8.57 ± 0.04 mg GAEq/g DW) and flavonoid (2.74 ± 0.02 mg CEq/g DW) contents. The treatment with Novozym® 960 enhanced the release of bioactive compounds, further increasing antioxidant activity. Conversely, fungal fermentation transformed or metabolized these phytochemicals, resulting in reduced antioxidant activity. The produced FOS exhibited notable resistance to the harsh conditions of gastro-intestinal digestion, with less than 10 % undergoing hydrolysis. Carob pulp and aguamiel have shown great promise as alternatives to synthetic media for producing functional foods enriched with prebiotic FOS, phenolic acids, and flavonoids. This clean-label, cost-effective process enhances the nutritional value and functionality of the final product, providing prebiotic, antioxidant, anti-inflammatory, and anti-carcinogenic benefits.",pulp,,0.2,μmol TE/g,
40019672,2025,"Düşkün, Beyzanur; Kutlu, Gozde; Akman, Perihan Kübra; Bekiroğlu, Hatice; Tornuk, Fatih","Formulation of Fiber-Enriched Crackers with Oleaster Powder: Effect on Functional, Textural, and Sensory Attributes.","The objective of this study was to produce fiber-enriched crackers by substitution of corn flour and whole wheat flour with oleaster powder (OP) at levels of 0% (C-0), 10% (C-10), 20% (C-20), 30% (C-30), and 50% (C-50) and to determine their sensory, textural, color, and bioactive properties, as well as revealing their dietary fiber and glycemic index values. The results showed that the L* values of the samples were found to range from 62.39 (C-30) to 67.31 (C-0), a* values from 4.43 (C-10) to 8.30 (C-50), and b* values from 21.32 (C-10) to 27.40 (C-50). The hardness and fracturability of the samples decreased with increasing OP concentration, with hardness values ranging from 77.45 to 363.35 N and fracturabilitiy values ranging from 23.30 to 33.90 mm. The total phenolic content (TPC) of the cracker samples ranged from 7.39 to 15.06 mg GAE/100 g, while DPPH radical scavenging activity, CUPRAC antioxidant activity, and FRAP assay values increased with the elevating OP concentration, spanning 4.76 to 93.09 mg TE/100 g, 191.03 to 557.4 mg TE/100 g, and 35.70 to 129.90 mg TE/100 g, respectively. The total dietary fiber content also increased in parallel with the OP level (from 6.83 to 15.15%). The Hydrolysis index values ranged from 109.00 to 74.49%. Although all cracker samples were classified as high glycemic index foods, OP incorporation also decreased the glycemic values up to ⁓19% with values ranging from 80.60 (C-50) to 99.55 (C-0). In conclusion, the addition of OP significantly improved the nutritional properties of the crackers by increasing their dietary fiber, TPC and antioxidant activities as well as decreasing their glycemic index without affecting the sensory attributes. Achieving a balance between nutritional improvement and desirable sensory attributes remains key for optimizing cracker formulations.",,wheat,15.06,mg/g,
38928809,2024,"Jiménez-Pulido, Iván Jesús; Martín-Diana, Ana Belén; Tomé-Sánchez, Irene; de Luis, Daniel; Martínez-Villaluenga, Cristina; Rico, Daniel",Boosting Synergistic Antioxidant and Anti-Inflammatory Properties Blending Cereal-Based Nutraceuticals Produced Using Sprouting and Hydrolysis Tools.,"Nutraceuticals obtained from sprouted wheat and oat grains and processing by-products (bran and hull, respectively) naturally containing antioxidant and anti-inflammatory compounds were evaluated. The objective of this study was the development of a cereal-based nutraceutical formula combining extracts from sprouts and by-products and the exploration for potential synergetic effects in their bioactive properties. The antioxidant and anti-inflammatory capacities, glycemic index, phytic acid, and β-glucan of individual wheat bran hydrolysate (EH-WB), sprouted wheat (SW), oat hull hydrolysate (EH-OH), sprouted oat (SO), and combined ingredients (CI 1, CI 2, and CI3) were used to tailor an optimal nutraceutical formula. The three blend ingredients (CI 1, CI2, and CI3) were formulated at different ratios (EH-WB:SW:EH-OH:SO; 1:1:1:1, 2:1:2:1, and 1:2:1:2, <i>w</i>:<i>w</i>:<i>w</i>:<i>w</i>, respectively). The resulting mixtures showed total phenol (TPs) content ranging from 412.93 to 2556.66 µmol GAE 100 g<sup>-1</sup> and antioxidant capacity values from 808.14 to 22,152.54 µmol TE 100 g<sup>-1</sup> (ORAC) and 1914.05 to 7261.32 µmol TE 100 g<sup>-1</sup> (ABTS<sup>•+</sup>), with Fe<sup>3+</sup> reducing ability from 734. 02 to 8674.51 mmol reduced Fe 100 g<sup>-1</sup> (FRAP) for the individual ingredients produced from EH-WB and EH-OH, where high antioxidant activity was observed. However, the anti-inflammatory results exhibited an interesting behavior, with a potentially synergistic effect of the individual ingredients. This effect was observed in CI2 and CI3, resulting in a higher ability to inhibit IL-6 and TNF-α than expected based on the anti-inflammatory values of their individual ingredients. Similar to the antioxidant properties, oat-based ingredients significantly contributed more to the anti-inflammatory properties of the overall mixture. This contribution is likely associated with the β-glucans and avenanthramides present in oats. To ensure the bioaccessibility of these ingredients, further studies including simulated digestion protocols would be necessary. The ingredient formulated with a 2:1 hydrolysate-to-sprout ratio was the most effective combination, reaching higher biological characteristics.",hull,wheat,8674.51,mmol/g,
37446985,2023,"Ispiryan, Audronė; Viškelis, Jonas; Viškelis, Pranas; Urbonavičienė, Dalia; Raudonė, Lina",Biochemical and Antioxidant Profiling of Raspberry Plant Parts for Sustainable Processing.,"The optimization of innovation and food technological processes not only increases the profits of companies but also allows them to achieve the set goals of the green trajectory. This research aimed to collect data on the biochemical composition of different parts of the raspberry variety 'Polka', including the various morphological parts, to present the importance of differentiating plant parts in food processing, and to show the potential of usage for primary processing in different fields of the food industry. Fruits, stems (cane), leaves, flowers, seeds, and roots were evaluated according to their chemical composition and mineral (Ca, Mg, B, Zn, Cu, Fe, and Mn) contents, phenolic compounds, and antioxidant activity. In our study, the contents of inverted sugar, saccharose, and total sugar varied from 51.8 ± 2.46 %, 18.9 ± 0.31 %, and 69.7 ± 4,36 % in raspberry puree to 5.9 ± %, 1.51 ± %, 7.39 ± % in the seeds, respectively. The results regarding the mineral composition of various raspberry parts (mg/kg) indicated significant differences (<i>p</i> < 0.05). The contents of manganese and iron (57.6 ± 0.50; 36.9 ± 0.59) were the highest in all the parts in the plant. Manganese varied from 246 ± 10.32 in inflorescence to 40.1 ± 0.87 in the seeds. Iron fluctuated from 1553 ± 44.03 in the roots to 35.5 ± 0.15 in the seeds. The highest statistically significant boron content (<i>p</i> < 0.05) was found in the leaves (41.8 ± 0.33), while the lowest was in the seeds (7.17 ± 0.19). The total phenol content of the raspberry's distinct parts ranged from 6500 mg GAE/100 g DW to 1700 mg GAE/100 g DW. The inflorescence had the considerably highest total phenol content. Our study found that the highest amount of epicatechin is found in the roots (9162.1 ± 647.86 mg), while the fruits contain only 657.5 ± 92.99, and the lowest value is in the stems (130.3 ± 9.22). High levels of procyanidin B2 were found in the raspberry roots (7268.7 ± 513.98), while the stems had the lowest value-368.4 ± 26.05. The DPPH of the raspberry morphological parts ranged from 145.1 to 653.6 µmol TE/g FW, ABTS-from 1091.8 to 243.4 µmol TE/g FW, and the FRAP-from 720.0 to 127.0 µmol TE/g FW. The study revealed the importance of differentiating plant parts in production for the quality of the final product. Studies showed that raspberry plant parts represent a potential source of natural food ingredients, and can be a potential raw material for products rich in phenolic compounds or dietary fiber, which can provide healthy properties to food when used as an additive that may be economically attractive for consumers.",,berry,127.0,µmol te/g,
36276527,2022,"Hussain, Muzzamal; Saeed, Farhan; Javed, Mehak; Afzaal, Muhammad; Niaz, Bushra; Imran, Ali; Naz, Ambreen; Umar, Maryam",Extraction and characterization of cereal bran cell wall in relation to its end use perspectives.,"The main objective of the current research was to explore the physicochemical, microbial and sensorial attributes of cereals bran cell wall (CBCW) enriched bread. In 1st phase, the cell wall wasextracted from different cerealsbran and characterized for its dietary fiber profile and antioxidant activity. In addition, bread was prepared with the additionof CBCW at different ratios and explored for physicochemical, microbialand sensorial characteristics. Current results showed that total dietary fiber contents of CBCW were 59.1 ± 0.2%, 61.2 ± 0.03% and 68.8 ± 0.2% in wheat, maize and oat bran respectively. Furthermore, maize bran cell wall showed higher antioxidant activityof ferric reducing antioxidant power (FRAP), DPPH and ABTS were 52.5 ± 0.12, 28.4 ± 0.07 and 18 ± 0.05 µmol TE/g as compared to wheat and oat bran cell wall. Additionally, CBCWimproved the bread quality in terms of physicochemical, microbial and sensorial characteristics.Moreover, CBCW-enriched bread showed higher loaf volume, loaf height, the specific volume of loaf and weight of bread as compared to control due to less baking loss. Furthermore, maize bran cell wall enriched bread exhibited less growth after 4 days as compared to other treatments. Moreover, CBCW-enriched bread showed higher sensorial properties score than C<sub>0</sub>.Convulsively, CBCW-enriched bread has good physicochemical, microbial and sensorial properties as compared to control bread.",bran,wheat,0.05,µmol te/g,
35613528,2022,"Victoria Gautério, Gabrielle; Amorim, Cláudia; Silvério, Sara C; Cardoso, Beatriz B; Ballesteros, Lina F; Alves, Joana I; Alcina Pereira, Maria; Silva, Soraia P; Coelho, Elisabete; Coimbra, Manuel A; Juliano Kalil, Susana; Rodrigues, Lígia R","Hydrolysates containing xylooligosaccharides produced by different strategies: Structural characterization, antioxidant and prebiotic activities.","This study explores the structural characterization, antioxidant and prebiotic activities of hydrolysates containing xylooligosaccharides (XOS) produced by different strategies: direct fermentation of beechwood xylan (FermBX) and enzymatic treatment of beechwood (EnzBX) and rice husk (EnzRH) xylans. EnzBX and EnzRH showed XOS with a backbone of (1 → 4)-linked-xylopyranosyl residues and branches of arabinose, galactose, and uronic acids. FermBX presented the highest content of total phenolic compounds (14 mg GAE/g) and flavonoids (0.6 mg QE/g), which may contribute to its antioxidant capacity -39.1 μmol TE/g (DPPH), 45.7 μmol TE/g (ABTS), and 79.9 μmol Fe II/g (FRAP). The fermentation of hydrolysates decreased the abundance of microorganisms associated with intestinal diseases from Eubacteriales, Desulfovibrionales and Methanobacteriales orders, while stimulating the growth of organisms belonging to Bacteroides, Megamonas and Limosilactobacillus genera. The production of short-chain fatty acids, ammonia, and CO<sub>2</sub> suggested the prebiotic potential. In conclusion, hydrolysates without previous purification and obtained from non-chemical approaches demonstrated promising biological activities for further food applications.",husk,rice,79.9,μmol Fe²⁺/g,
34443442,2021,"Trejo Rodríguez, Ibna Suli; Alcántara Quintana, Luz Eugenia; Algara Suarez, Paola; Ruiz Cabrera, Miguel Angel; Grajales Lagunes, Alicia","Physicochemical Properties, Antioxidant Capacity, Prebiotic Activity and Anticancer Potential in Human Cells of Jackfruit (<i>Artocarpus heterophyllus</i>) Seed Flour.","The general aim of this study was to evaluate physicochemical properties, prebiotic activity and anticancer potential of jackfruit (<i>Artocarpus heterophyllus</i>) seed flour. The drying processes of jackfruit seeds were performed at 50, 60 and 70 °C in order to choose the optimal temperature for obtaining the flour based on drying time, polyphenol content and antioxidant capacity. The experimental values of the moisture ratio during jackfruit seed drying at different temperatures were obtained using Page's equation to establish the drying time for the required moisture between 5 and 7% in the flour. The temperature of 60 °C was considered adequate for obtaining good flour and for performing its characterization. The chemical composition, total dietary fiber, functional properties and antioxidant capacity were then examined in the flour. The seed flour contains carbohydrates (73.87 g/100 g), dietary fiber (31 g/100 g), protein (14 g/100 g) and lipids (1 g/100 g). The lipid profile showed that the flour contained monounsaturated (4 g/100 g) and polyunsaturated (46 g/100 g) fatty acids. Sucrose, glucose, and fructose were found to be the predominant soluble sugars, and non-digestible oligosaccharides like 1-kestose were also found. The total polyphenol content was 2.42 mg of gallic acid/g of the sample; furthermore, the antioxidant capacity obtained by ferric reducing antioxidant power (FRAP) and 2,2-diphenyl-1-picrylhydrazyl (DPPH) was 901.45 µmol Trolox/100 g and 1607.87 µmol Trolox/100 g, respectively. The obtained flour exhibited good functional properties, such as water and oil absorption capacity, swelling power and emulsifier capacity. Additionally, this flour had a protective and preventive effect which is associated with the potential prebiotic activity in <i>Lactobacillus casei</i> and <i>Bifidobacterium longum</i>. These results demonstrate that jackfruit seed flour has good nutritional value and antioxidant and prebiotic activity, as well as potential protective effects and functional properties, making it an attractive food or ingredient in developing innovative functional products.",,,2.42,mg/g,
26775999,2016,"Hernández-Valdepeña, Miguel A; Pedraza-Chaverri, José; Gracia-Mora, Isabel; Hernández-Castro, Rigoberto; Sánchez-Bartez, Francisco; Nieto-Sotelo, Jorge; Montiel, Carmina; Shirai, Keiko; Gimeno, Miquel",Suppression of the tert-butylhydroquinone toxicity by its grafting onto chitosan and further cross-linking to agavin toward a novel antioxidant and prebiotic material.,"The enzyme-mediated grafting of tert-butylhydroquinone (TBHQ) onto chitosan and further crosslinking to agave inulin (agavin) has been successfully achieved in a mild and non-toxic two-step route. The resulting products were characterized by nuclear magnetic resonance (NMR) and Infra-red spectroscopies to assess the molecular structure. The study of acute oral toxicity in mice revealed no adverse short-term effects of consumption in the synthesized materials with non-toxicity evidence until 2000 mg/kg through an oral acute administration. Importantly, this study proves that the compound maintains the radical scavenging capacity of the phenolic antioxidant upon ferric-reducing antioxidant power (FRAP) and oxygen radical absorbance capacity (ORAC) assays with a measured half-maximal inhibitory concentration (IC50) for the best case of 1.54 g/L based on inhibition of 2,2'-azino-bis(3-ethylbenzothiazoline)-6-sulfonic acid diammonium salt (ABTS). Additionally, the novel compound presented high prebiotic activities as ascertained in the presence of lactic acid bacteria (LAB).",,,2000.0,mg/g,
26775997,2016,"Soquetta, Marcela Bromberger; Stefanello, Flávia Santi; Huerta, Katira da Mota; Monteiro, Sabrina Sauthier; da Rosa, Claudia Severo; Terra, Nelcindo Nascimento","Characterization of physiochemical and microbiological properties, and bioactive compounds, of flour made from the skin and bagasse of kiwi fruit (Actinidia deliciosa).","The objective of this study was to analyze the physicochemical and microbiological properties, as well as the bioactive compounds, of flour made from the skin and bagasse of two varieties (Bruno and Monty) of kiwi fruit (Actinidia deliciosa) at two stages of maturation. The flour made with kiwi fruit peel from both varieties showed higher levels of bioactive compounds and antioxidant activity that the flour made with bagasse from both varieties. The flour made with green kiwi fruit skin from the Bruno variety had higher DPPH values and levels of phenolic compounds (1262.34 mg GAE/100g flour), while the Monty variety showed higher FRAP values, vitamin C (189.06 mg/100g flour), flavonoids (486.47 mg/100g flour), chlorophylls (12.13 mg/100g flour) and carotenoids (246.91 μg/100g flour). Flour made from kiwi fruit bagasse can be used to reduce agro-industrial waste. This flour is a promising ingredient which can be used to enrich products providing dietary fiber and bioactive compounds, as well as antioxidant action.",peel,,189.06,mg,
24444965,2014,"Brewer, Lauren Renee; Kubola, Jittawan; Siriamornpun, Sirithon; Herald, Thomas J; Shi, Yong-Cheng",Wheat bran particle size influence on phytochemical extractability and antioxidant properties.,"It is unknown if particle size plays a role in extracting health promoting compounds in wheat bran because the extraction of antioxidant and phenolic compounds with particle size reduction has not been well documented. In this study, unmilled whole bran (coarse treatment) was compared to whole bran milled to medium and fine treatments from the same wheat bran. Antioxidant properties (capacity, ability, power), carotenoids and phenolic compounds (phenolic acids, flavonoids, anthocyanins) were measured and compared. The ability of whole bran fractions of differing particle size distributions to inhibit free radicals was assessed using four in vitro models, namely, diphenylpicrylhydrazyl radical-scavenging activity, ferric reducing/antioxidant power (FRAP) assay, oxygen radical absorbance capacity (ORAC), and total antioxidant capacity. Significant differences in phytochemical concentrations and antioxidant properties were observed between whole bran fractions of reduced particle size distribution for some assays. The coarse treatment exhibited significantly higher antioxidant properties compared to the fine treatment; except for the ORAC value, in which coarse was significantly lower. For soluble and bound extractions, the coarse treatment was comparatively higher in total antioxidant capacity (426.72 mg ascorbic acid eq./g) and FRAP value (53.04 μmol FeSO4/g) than bran milled to the finer treatment (314.55 ascorbic acid eq./g and 40.84 μmol FeSO4/g, respectively). Likewise, the fine treatment was higher in phenolic acid (7.36 mg FAE/g), flavonoid (206.74 μg catechin/g), anthocyanin (63.0 μg/g), and carotenoid contents (beta carotene, 14.25 μg/100 g; zeaxanthin, 35.21 μg/100 g; lutein 174.59 μg/100 g) as compared to the coarse treatment. An increase of surface area to mass increased the ORAC value by over 80%. With reduction in particle size, there was a significant increase in extracted anthocyanins, carotenoids and ORAC value. Particle size does effect the extraction of phytochemicals.",bran,wheat,53.04,μmol,
