Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_synthetic
"Fruit flesh, raw",72.0,1.1,0.3,22.4,19.225313529411768,4.583164705882353,2.8,1.4,0.3310862902609833
"Fruit flesh, raw",96.1,0.4,0.1,2.6,2.5520529411764707,1.657321568627451,0.6,0.2,1.1666850312938486
"Fruit flesh, raw",90.4,0.4,0.2,7.4,5.168194117647059,1.8742588235294118,0.7,0.9,0.6178316019409781
"Fruit flesh, raw",92.0,0.5,0.1,5.5,3.811341176470588,1.5299274509803924,0.9,1.0,0.7964359862599276
"Baobab, fruit flesh, raw",81.5,0.9,0.1,13.8,6.9532823529411765,3.971588235294118,2.0,1.7,1.2749580252193837
"Pods, raw",83.7,1.9,1.3,6.3,6.218235294117647,5.15854705882353,5.1,1.7,2.210601152852698
"Pods, Microloma saggitum, raw",74.3,4.3,0.5,15.6,14.166570588235293,3.9755176470588234,3.3,2.0,0.3011257806021259
"Pods, Orbea namaquensis, raw",87.4,1.3,0.5,6.7,4.830488235294119,3.1084098039215684,3.3,0.8,0.392065792183616
"Kuni-bush, whole berries with milk, raw",65.1,2.7,2.9,21.3,23.20778411764706,6.318439215686275,6.8,1.2,0.46156575779761755
"Senegal Date Palm, fruit flesh, raw",36.1,3.2,0.7,46.3,48.341764705882355,10.184467,9.8,3.9,0.37760812557811735
"Date palm, Naghal, immature green, fresh, raw",80.1,1.1,0.1,15.289875000000002,5.1,5.649450980392156,2.4176470588235297,0.8,0.9488472076426447
"Date palm, Naghal, mature full coloured, fresh, raw",54.5,1.6,0.1,28.847372549019603,30.6,8.920578392156862,4.050558823529411,1.0,20.915628399777447
"Date palm, Naghal, soft brown, fresh, raw",44.1,2.0,0.2,35.68943866666666,44.2,10.711076039215687,4.829323529411765,1.2,40.83940826290044
"Date palm, Naghal, hard raisin-like stage, fresh, raw",9.2,2.7,0.2,73.86497794117646,44.3,4.202519411764705,5.112754588235295,1.9,31.995347475472805
"Date palm, Buchibal, immature green, fresh, raw",83.7,1.0,0.1,12.224117647058824,5.1,5.0226274509803925,2.446764705882353,0.7,1.689821425459845
"Date palm, Buchibal, mature full coloured, fresh, raw",76.5,0.9,0.1,17.588048529411765,18.8,4.4699607843137255,3.1070897647058824,0.5,14.690549886918184
"Date palm, Buchibal, soft brown, fresh, raw",35.9,2.1,0.1,45.49345688235294,49.0,9.162738588235294,4.811201176470589,1.1,37.862236035665184
"Date palm, Buchibal, hard raisin-like stage, fresh, raw",18.0,2.2,0.2,72.13035539215686,55.1,5.161833137254901,3.7050131764705885,1.5,48.51114606879916
"Date palm, Khunaizy, immature green, fresh, raw",84.2,1.1,0.1,12.241764705882352,6.4,4.726607843137254,2.206070588235294,0.7,1.7650528315560823
"Date palm, Khunaizy, mature full coloured, fresh, raw",66.5,1.1,0.1,26.211764705882352,23.4,6.246921568627451,3.352941176470588,0.8,16.307660297634932
"Date palm, Khunaizy, soft brown, fresh, raw",37.9,1.9,0.1,39.87997717647059,46.2,11.087992509803922,5.134823529411765,1.2,38.551068805250374
"Date palm, Khunaizy, hard raisin-like stage, fresh, raw",25.1,3.0,0.1,67.43094362745099,53.9,6.146280196078431,3.6369134117647057,1.4,41.198340070554835
"Date palm, Khulas, immature green, fresh, raw",83.7,0.8,0.1,12.486905882352941,7.0,4.750901960784313,2.435188235294117,0.7,4.873069590572675
"Date palm, Khulas, mature full coloured, fresh, raw",58.9,1.1,0.1,28.012925490196075,31.9,7.800298980392157,4.232911764705882,0.9,21.91078050615299
"Date palm, Khulas, soft brown, fresh, raw",41.3,1.1,0.1,35.68943866666666,46.1,10.711076039215687,5.169382352941177,1.0,40.24247421082111
"Date palm, Khulas, hard raisin-like stage, fresh, raw",22.3,2.1,0.1,66.50375539215688,57.0,6.275950784313725,3.326325176470588,1.4,47.224788683345324
"Date palm, Gush, immature green, fresh, raw",85.1,0.7,0.1,11.02941176470588,5.3,4.244527450980392,2.017835294117647,0.6,1.1014617024985942
"Date palm, Rabei, mature full coloured, fresh, raw",64.1,1.0,0.1,26.529411764705884,24.9,6.106333333333334,3.0529411764705885,1.0,23.30725432492058
"Date palm, Rabei, soft brown, fresh, raw",44.7,1.4,0.1,34.14104901960785,48.1,10.711076039215687,4.829323529411766,1.1,41.81804915033496
"Date palm, Rabei, hard raisin-like stage, fresh, raw",25.5,2.0,0.2,67.43094362745099,49.9,6.14628019607843,3.6369134117647057,1.6,38.827513790790334
"Date palm, Hilali, immature green, fresh, raw",84.6,0.9,0.1,11.847316176470589,3.4,4.173919607843136,2.070776470588235,0.7,0.2064124366557012
"Date palm, Ahmr, mature full coloured, fresh, raw",74.0,0.9,0.0,19.976923529411764,23.0,4.880019607843137,3.5618970588235292,0.6,18.27699484662154
"Date palm, Ahmr, soft brown, fresh, raw",45.8,1.5,0.1,32.13310784313725,43.6,10.711076039215687,4.829323529411765,1.0,36.07698802680616
"Date palm, Bahri, immature green, fresh, raw",83.2,1.1,0.1,12.356792647058825,7.7,4.750901960784313,2.0820588235294117,0.8,2.947763205362153
"Date palm, Bahri, mature full coloured, fresh, raw",62.6,0.4,0.1,26.910196078431373,31.1,6.804568627450981,3.7176470588235295,0.9,26.86938452146765
"Date palm, Bahri, soft brown, fresh, raw",39.7,1.8,0.2,39.8799771764706,40.8,10.711076039215687,5.139882352941177,1.1,30.49603225748431
"Date palm, Bahri, hard raisin-like stage, fresh, raw",29.5,2.3,0.1,52.86227766666667,57.2,8.360383098039215,3.748448705882353,1.5,51.69061094671488
"Date palm, Lulu, immature green, fresh, raw",81.7,1.3,0.1,13.316470588235294,7.6,4.919215686274509,2.5408823529411766,0.8,3.1014928034285836
"Date palm, Lulu, mature full coloured, fresh, raw",62.2,1.1,0.1,26.789396078431373,29.7,6.871627450980391,3.7034999999999996,0.7,23.868781652132526
"Date palm, Lulu, soft brown, fresh, raw",45.2,1.6,0.2,34.14104901960785,43.9,10.711076039215687,4.829323529411765,1.0,38.75058638464276
"Date palm, Lulu, hard raisin-like stage, fresh, raw",21.3,2.4,0.2,71.15741421568627,57.7,5.683009607843138,3.326325176470588,1.3,48.730041892309586
"Date palm, Fard, immature green, fresh, raw",82.7,0.9,0.1,12.545882352941177,5.6,5.252862745098038,2.046764705882353,0.8,0.756846037732708
"Date palm, Fard, mature full coloured, fresh, raw",72.1,1.0,0.0,20.52398235294118,27.1,4.897666666666667,3.2902617647058823,1.0,26.435423650177107
"Date palm, Fard, soft brown, fresh, raw",37.6,1.5,0.2,39.87997717647059,50.1,11.087992509803923,5.134823529411765,1.3,44.400790108598706
"Date palm, Naghal, immature green, fresh, raw",85.5,0.8,0.1,11.270588235294118,7.0,3.2195078431372544,1.826658823529412,0.6,4.583341648171723
"Date palm, Hilali, mature full coloured, fresh, raw",57.0,1.3,0.1,27.754101960784315,31.8,8.218887215686275,4.050558823529412,1.0,22.634402067419593
"Date palm, Hilali, soft brown, fresh, raw",48.9,1.2,0.1,29.829725490196076,44.8,10.711076039215687,4.622323529411765,0.8,37.80972174781705
"Baobab fruit, seed, raw",4.3,18.4,12.2,27.05497882352941,2.6829411764705884,11.79335294117647,16.2,3.8,61.652960858804406
"Baobab fruit, fruit pulp, raw",10.4,3.2,0.3,71.99517401960784,21.61181176470588,5.00934294117647,5.4,4.5,18.188885027846094
"Date, Fard, green, immature, raw",83.56,0.88,0.28235294117647053,11.574117647058824,5.08,10.29,2.44695294117647,0.65,51.67099120916432
"Date, Fard, green, immature, raw",83.59,1.07,0.2823529411764706,11.86470588235294,7.36,7.38,2.4410705882352945,0.62,34.480028335926
"Date, Fard, orange, raw",82.3,0.95,0.5055294117647059,13.238235294117647,8.19,7.92,2.1702941176470585,0.66,35.38751186080781
"Date, Fard, orange, immature, raw",78.39,0.86,1.0668979411764707,15.688358823529411,11.58,8.45,2.9360191764705887,0.75,37.12595853434285
"Date, Fard, orange, immature, raw",73.78,1.06,1.1896711764705883,18.447511764705883,17.51,6.87,3.606811176470589,0.78,23.761425832242253
"Date, Fard, red/brown, immature, raw",64.58,1.37,2.518676470588235,24.703,25.16,7.8,3.4411764705882355,1.08,23.534712273134225
"Date, Fard, red/brown, immature, raw",66.68,1.14,2.3627941176470593,23.96770588235294,22.32,8.86,3.7647058823529407,1.01,26.605504208645932
"Date, Fard, red/brown, immature, raw",55.78,1.34,2.835082352941176,28.55567058823529,33.07,8.62,3.827029411764707,1.18,17.829893035885743
"Date, Fard, brown, immature, raw",39.43,1.82,2.716805882352941,38.57740394117647,45.44,11.82,5.0399705882352945,1.5,19.594368410247853
"Date, Khalas, green, immature, raw",82.34,1.03,0.48200000000000004,13.144117647058824,6.6,9.5,2.170294117647059,0.53,45.84945905681384
"Date, Khalas, green, immature, raw",85.55,0.9,0.2764705882352941,10.96470588235294,7.41,5.74,1.791364705882353,0.39,22.281336071759235
"Date, Khalas, green, immature, raw",83.12,0.88,0.41766470588235294,12.613045588235295,9.45,6.08,2.058529411764706,0.48,25.047140097357232
"Date, Khalas, green, immature, raw",76.47,0.99,1.239785,16.841230882352942,16.92,5.14,3.2711838823529407,0.48,12.046709182319347
"Date, Khalas, yellow, immature, raw",71.3,1.07,0.9014323529411765,20.99457058823529,21.25,5.79,3.19327,0.59,9.069695136232776
"Date, Khalas, yellow, immature, raw",69.73,0.89,0.6411764705882353,22.270588235294117,20.2,8.61,2.9058823529411764,0.57,27.041059201074322
"Date, Khalas, yellow/brown, immature, raw",51.73,1.23,2.4163058823529413,28.407617647058824,37.93,8.28,4.252094117647059,0.82,11.461253532997999
"Date, Khalas, yellow/brown, immature, raw",55.21,1.05,2.416258823529412,28.037176470588236,35.82,7.13,3.827029411764706,0.78,4.017690690859194
"Date, Khalas, brown, immature, raw",45.05,1.25,2.668570588235294,33.771301411764696,43.87,8.87,4.805794117647059,0.97,5.2887639746483766
"Pitanga cherry, pulp with water (pulp:water 4:1), raw, juice",85.43,0.7240397058823529,0.55,11.488060294117647,8.76,2.9912313725490196,0.55,1.0,8.331654111528408
"Hog plum, pulp, raw",81.5,1.2,0.5611058823529412,14.1,6.975164705882353,4.193105882352941,1.1,0.6,2.77863184014574
"Baobab fruit /Moneky bread, pulp, ripe, raw ",13.2,2.6908,3.7,68.9192,24.293241176470588,4.739540196078431,7.2044,4.34,0.5429379544438456
"Black plum/Water-berry, pulp, ripe, raw",80.2,2.0,0.8,9.6,9.222158823529412,5.55104705882353,6.0,1.4058,0.01625899091586336
"Tamarind, pulp, ripe, raw",26.9,2.9971,1.1696,62.135,47.39838235294118,9.703434529411766,4.3129,2.4854,0.5097359518710665
"Wild loquat, pulp, ripe, raw",72.6,0.4932,0.3014,23.7,18.59354882352941,4.583164705882353,2.3,0.6028,0.4161780592808933
"Chocolate berry/ Black plum, pulp, ripe, raw",73.0,0.702,0.189,23.409,18.082982352941173,4.583164705882353,1.404,1.296,0.7667755373377125
"Jujube/Ber fruit, pulp, ripe, raw",85.2,0.6068,1.406,10.804,6.938170588235294,3.351507843137255,0.5032,1.4948,0.2067651079393783
"African custard apple/wild soursop, pulp, ripe,raw",70.2,4.4998,2.5032,16.0026,19.63825294117647,6.1037333333333335,5.3044,1.49,2.8691310945519044
"African chewing gum/snot apple, pulp, ripe,raw",47.2,6.336,0.5808,18.5856,42.07823529411764,7.138098039215686,4.763858823529412,3.3264,2.8121700850051656
"Batoko plum, pulp, ripe, raw",80.8,0.81,0.69,15.5,8.211576470588236,4.614988235294117,1.1,1.1,4.364505306409861
"Mobola plum, pulp, ripe, raw",72.9,0.813,0.4065,23.9022,18.082982352941173,4.583164705882353,1.4905,0.4878,0.1250593816809628
"Monkey orange/wild orange,  pulp, ripe, raw",78.2,2.507,1.308,13.298,10.238517647058824,4.1941058823529405,3.9022,0.8066,0.3897407061601903
"Spiny Monkey-orange/green monkey orange, pulp, ripe, raw",77.9,1.1934,6.8952,9.3041,11.144041176470587,5.783752941176471,3.8896,0.9061,0.645886323881919
"Natal Mahogany, pulp, ripe, raw",41.9,9.877,13.3049,27.5975,38.69235294117647,8.433096098039215,4.7061,2.6145,5.100818674622438
"Wild medlar, pulp, ripe, raw",73.5,1.5105,0.689,20.6965,16.404117647058825,4.568341176470588,2.703,0.901,1.6730493764646872
"Sourplum, pulp, ripe, raw",82.8,1.3,0.894,13.55,7.691811764705883,3.8837411764705885,0.395,1.89,4.106187369673799
"Fig/sycamore fig/fig-mulberry, raw",87.47,0.93975,0.888377,5.196191,4.624017647058823,3.2319588235294114,2.1500000000000004,1.150254,1.4537723487991387
"Fruit `Gardenia aqualla`, raw",92.86,0.375564,0.152796,4.094076,2.858117647058823,1.6198705882352942,1.035294117647059,0.358428,0.3260846711725925
"Fruit ´Lannea schimperi`, raw",94.42,0.433008,0.042408,2.44404,2.5520529411764707,1.773537254901961,0.9588235294117645,0.236034,1.3052012096476875
"Mobola plum, fruit, raw",92.72,0.525616,0.111384,2.058056,2.614817647058824,2.100288235294118,1.0176470588235293,0.307216,1.9214100508937357
"African locust bean, fruit,  raw",91.0,0.4581,0.1845,6.4935,4.733635294117647,1.8800235294117646,1.2058823529411764,0.4302,2.48762781488479
"Spiny Monkey-orange/green monkey orange, fruit, raw",89.23,1.26009,0.208938,6.442614,5.043252941176471,2.4760176470588235,1.7411764705882353,0.277866,7.447854095166129e-05
"Spiny-plum/seaside-plum/wild-lime/tallowwood/wild-olive, fruit, raw",95.75,0.646425,1.199775,1.05825,2.5520529411764707,1.9037333333333333,0.9588235294117647,0.175525,0.8413520153171741
"Jujube/chinese apple, raw",95.4,0.1,0.1,3.03692,2.670641176470588,1.8340274509803922,0.9588235294117647,0.2,0.8479489157895013
"Baobab fruit /Moneky bread, pulp, raw",10.4,3.2,1.8123930588235293,76.2,18.763829411764704,2.334731176470588,5.4,4.5,1.0412079559531773
"Baobab fruit /Moneky bread, pulp, raw",6.7,2.43,0.1866,73.41752696078431,21.6456,3.5952252941176472,5.3181,4.9449,5.282648684072251
"Wild mango/African mango/Bush mango, fruit flesh, mature, green, unripe, raw  (peel colour: olive green),flesh= blend of peel and pulp",76.93,1.51,1.834065,17.69212205882353,12.81304117647059,4.665870588235294,3.179046,0.768231,6.594596473709
"Wild mango/African mango/Bush mango, fruit flesh, ripe, raw (laboratory ripened),flesh= blend of peel and pulp",73.0,1.7766,2.1816,19.229864705882353,17.183725294117647,4.684341176470588,3.6801,0.891,7.446962172976327
"Wild mango/African mango/Bush mango, fruit flesh, ripe, raw (bought ripe at Dugbe market),flesh= blend of peel and pulp",72.8,1.8088,2.244,19.229864705882353,17.183725294117643,4.684341176470588,3.68016,0.8704,10.281500160578176
"Wild mango/African mango/Bush mango, fruit flesh, ripe, raw (bought ripe at Fiditi market) ,flesh= blend of peel and pulp",73.18,1.780848,2.17242,19.229864705882353,17.183725294117647,4.684341176470588,3.59388,0.893106,6.563038194525674
"Wild mango/African mango/Bush mango, fruit flesh, mature, green, unripe, raw (peel colour: olive green),flesh= blend of peel and pulp",76.4,1.6166,1.88328,17.82153382352941,12.813041176470588,4.9033411764705885,3.64148,0.76228,7.1804545477280035
"Wild mango/African mango/Bush mango, fruit flesh, ripe, raw (laboratory ripened),flesh= blend of peel and pulp",73.2,1.77684,2.13864,18.717570588235294,17.183725294117647,4.684341176470588,4.1272,0.871,3.959592003979435
"Wild mango/African mango/Bush mango, fruit flesh, ripe  raw (bought ripe at Dugbe market),flesh= blend of peel and pulp",72.55,1.83366,2.2509,18.964629411764705,17.183725294117643,4.684341176470588,4.2822,0.90585,4.409407310292752
"Wild mango/African mango/Bush mango, fruit flesh, ripe, raw (bought ripe at Fiditi market) ,flesh= blend of peel and pulp",72.55,1.8117,0.85095,19.58280588235294,17.94333117647059,4.684341176470588,4.25475,0.919575,6.638662384933976
"Tamarind, fruit, ripe, raw",41.29,2.38,1.08,39.34992352941177,42.60235294117647,9.821757333333334,7.72,2.28,11.631282996966558
"African starapple, peel, raw",58.9,2.5071,5.0964,25.6464,27.065960588235296,6.897509803921569,5.9595,1.8906,0.8020353026440659
"African starapple, pulp, raw",67.5,2.86,4.9075,22.3275,22.36719588235294,4.672164705882353,1.3,1.105,1.1009916968739144
"Macaúba, raw",34.32,2.76,1.8402882352941177,35.06,45.97117647058824,11.14,4.0035,1.78,0.6345004068103508
"Mangaba, raw",82.42,1.2,0.4176470588235294,10.02,6.691688235294117,3.4,2.6472470588235293,0.58,1.6863097559430786
"Pitomba, raw",83.16,1.15,0.3752941176470589,12.51,7.288582941176471,2.4,2.0761764705882353,0.61,1.6837055795408513
"Araça-boi, pulp, raw",96.0,0.476,0.23521076470588234,3.2966851470588234,1.968,1.56,0.9588235294117647,0.16,9.06566254705288
"Bacuri, pulp, raw",78.9,1.3504,2.848499999999999,14.75870588235294,10.4867,5.865799999999998,3.189572117647059,0.4219999999999999,25.68078972750019
"Cupuaçu, pulp, raw",87.9,1.0648,1.536699999999999,9.143918098039215,5.929,1.730299999999999,1.7941176470588236,0.6412999999999996,10.227090616422235
"Apple, summar apple, Daqiuguo, ripe, raw",83.2,0.5,0.3,13.9,7.8050299999999995,3.8837411764705894,1.332058823529412,0.2,0.8345000294866871
"Apple, bright China apple, Fuguo, ripe, raw",87.3,0.5,0.1,10.6,7.203729411764705,2.601566666666667,1.2560705882352943,0.3,1.5016311133954745
"Apple, bright China apple, Guoguang, ripe, raw（average）",85.9,0.3,0.2,11.7,7.469082352941177,2.9889352941176472,1.3207764705882352,0.2,0.4029669997300296
"Apple, bright China apple, Guoguang, ripe, raw",84.4,0.2,0.6,13.9,8.656706470588235,3.304623529411765,1.3440117647058822,0.2,0.45665105787477933
"Apple, bright China apple, Guoguang, ripe, raw",83.8,0.1,0.2,10.7,6.50740588235294,4.150329411764706,1.914894117647059,0.3,1.9731851891872625
"Apple, bright China apple, Guoguang, ripe, raw",86.8,0.3,0.2,10.4,6.985141176470589,2.601566666666667,1.2560705882352943,0.3,1.2088504781627254
"Apple, bright China apple, Guoguang, ripe, raw",86.5,0.5,0.2,11.5,7.065876470588235,2.1932490196078436,1.3796,0.1,0.06553498010527763
"Apple, bright China apple, Guoguang, ripe, raw",86.3,0.6,0.2,11.8,7.592905882352941,2.223249019607843,1.3207764705882352,0.1,2.3725310298887665
"Apple, bright China apple, Guoguang, ripe, raw",86.7,0.3,0.1,11.9,7.513317647058823,2.1657784313725488,1.3207764705882352,0.1,3.0843740411000975
"Apple, Fuji, red, ripe, raw",86.9,0.7,0.4,9.6,7.081441176470588,2.601566666666667,1.420776470588235,0.3,0.7339702783975948
"Apple, red marshal apple, Yuanshuai, red, ripe, raw（average）",86.0,0.2,0.5,12.0,7.51784705882353,2.1937588235294117,1.3207764705882352,0.3,4.170695889024129
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",86.3,0.2,0.1,12.5,8.184876470588236,2.2605823529411766,1.3207764705882352,0.2,1.0194807707533071
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",85.0,0.2,1.4,12.6,7.187247058823529,3.3382705882352943,1.5087176470588235,0.3,1.4680573021892462
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",87.6,0.3,0.5,10.2,7.300029411764705,2.468272549019608,1.2443058823529412,0.2,3.046203338320603
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",87.3,0.3,0.1,11.2,6.985141176470588,2.372507843137255,1.2560705882352943,0.3,1.600961642907327
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",84.0,0.1,0.6,14.3,8.701294705882352,3.3046235294117645,1.3261764705882353,0.4,3.167273320679378
"Apple, red marshal apple, Yuanshuai, red, ripe, raw",85.8,0.2,0.2,11.1,7.151170588235295,2.984954901960784,1.3913647058823528,0.1,1.4219869523412356
"Apple, red star apple, Hongxing,ripe,raw",85.0,0.4,0.1,13.5,8.391947647058823,3.338270588235294,1.2498941176470586,0.2,1.1922708431490026
"Apple, red jade apple, Hongyu,ripe,raw",84.7,0.2,0.2,10.0,6.651111764705882,4.149196078431372,1.9796000000000002,0.2,0.359425805709414
"Apple, banana apple, Qingxiangjiao, banana flavored, green, ripe, raw(average)",86.3,0.3,0.1,11.6,7.263288235294118,2.223249019607843,1.3207764705882352,0.2,1.640050014268486
"Apple, banana apple, Qingxiangjiao, banana flavored, green, ripe, raw",83.6,0.3,0.1,14.5,9.094088823529413,3.5258000000000003,1.4791176470588236,0.2,0.09965704739929637
"Apple, banana apple, Qingxiangjiao, banana flavored, green, ripe, raw",87.4,0.2,0.1,9.6,7.300029411764705,2.601566666666667,1.367835294117647,0.1,2.922362248059308
"Apple, banana apple, Qingxiangjiao, banana flavored, green, ripe, raw",86.1,0.3,0.1,12.0,7.51784705882353,2.1937588235294117,1.3207764705882352,0.5,3.7096255771805406
"Apple, banana apple, Qingxiangjiao, banana flavored, green, ripe, raw",88.7,0.3,0.1,8.7,6.057135294117646,2.4002137254901963,1.7705882352941178,0.2,2.702743299649937
"Apple, Qiulimeng, ripe, raw",87.5,0.2,0.2,8.2,6.674852941176471,2.5956843137254904,1.9735294117647062,0.2,1.762467140794563
"Apple, Indian apple, Yindu, ripe, raw",84.0,0.6,0.2,9.9,6.854117647058824,4.3424313725490205,2.203129411764706,0.4,1.5589065714052657
"Apple, blessing apple, Zhuguang, ripe, raw",86.7,0.4,0.1,11.0,7.061523529411765,2.372507843137255,1.2207764705882354,0.3,3.243307439892171
"Apple, Wojin, ripe,raw(average)",85.9,0.2,0.2,11.0,7.090052941176471,3.0431901960784313,1.3913647058823528,0.2,1.882399563466109
"Apple, Wojin, ripe,raw",86.3,0.2,0.2,11.4,7.263288235294119,2.135013725490196,1.3796,0.2,2.4930840646004713
"Apple, Wojin, ripe,raw",85.4,0.1,0.2,10.6,6.837641176470588,3.2106607843137254,1.4795999999999996,0.2,0.2565600050634662
"Apple, crabapple, Honghaitang, ripe, raw",79.8,0.3,0.2,17.5,9.129223529411764,4.7292235294117635,1.8458262352941177,0.4,3.4652776998803434
"Apple, crabapple, Qiuzi, ripe, raw",80.0,1.3,0.1,16.5,8.603399999999999,4.750635294117647,2.0,0.4,0.6393445354217393
"Pear, ba pear, Bali, ripe, raw(average)",86.1,0.4,0.2,10.9,7.009170588235294,3.043190196078431,1.3796000000000002,0.4,0.4826167370144021
"Pear, ba pear, Bali, ripe, raw",86.6,0.2,0.2,10.5,6.985141176470589,2.3978607843137256,1.2737176470588234,0.4,0.35490230618984897
"Pear, ba pear, Bali, ripe, raw",85.7,0.6,0.2,11.0,7.151170588235295,3.2173666666666665,1.4501882352941176,0.3,1.8272283533403437
"Pear, ba pear, Bali, ripe, raw",86.0,0.3,0.1,11.3,7.151170588235294,2.9849549019607844,1.3913647058823528,0.6,0.5098615360794003
"Pear, Bretschneider pear, Jingbai, ripe, raw(average)",85.3,0.2,0.3,12.7,7.726776470588235,3.338270588235294,1.3440117647058822,0.3,1.6637866437726552
"Pear, Bretschneider pear, Jingbai, ripe, raw",84.2,0.1,0.5,13.6,8.385530000000001,3.323741176470588,1.5381294117647057,0.3,3.2331313178934264
"Pear, moon pear, Mingyue, ripe, raw(average)",85.9,0.3,0.2,11.4,7.151170588235295,2.9849549019607844,1.3913647058823528,0.3,1.841027171201942
"Pear, moon pear, Mingyue, ripe, raw",85.9,0.3,0.2,10.2,6.9604058823529416,3.105566666666667,1.2737176470588234,0.3,3.417257199130823
"Pear, moon pear, Mingyue, ripe, raw",85.9,0.3,0.1,12.5,8.22505294117647,2.260582352941176,1.3325411764705881,0.3,1.8569137305904
"Pear, Sumu, ripe, raw",85.6,0.6,0.3,10.6,6.878229411764706,3.3391549019607845,1.4795999999999996,0.4,2.067218007716845
"Pear, crisp pear, Suli, ripe, raw",88.0,0.3,0.1,10.2,7.090029411764706,2.3756843137254897,1.2443058823529414,0.2,1.0843924173066672
"Pear, sour pear, Suanli, ripe, raw",89.6,0.1,0.1,6.1,4.943929411764707,2.0014921568627453,1.7235294117647062,0.4,0.4443549535186345
"Pear, snowflower pear, Xuehua, ripe, raw（average）",90.0,0.2,0.1,8.2,5.853723529411765,1.982964705882353,1.3764705882352941,0.3,2.103557516681065
"Pear, snowflower pear, Xuehua, ripe, raw",92.6,0.1,0.1,5.1,3.7440588235294117,1.6459627450980392,0.9823529411764705,0.1,2.105872482905343
"Pear, Yaguang, ripe, raw",82.4,0.6,0.2,11.4,6.855458823529411,3.9893882352941166,2.2585294117647057,0.3,1.6743858019306626
"Peach, celebrate harvest peach, Qingfeng, ripe, raw",88.8,0.6,0.1,9.2,6.4424882352941175,2.320096078431373,1.547058823529412,0.4,0.8260258717383415
"Peach, May fresh peach, Wuyuexian, ripe, raw",89.4,0.4,0.1,9.1,6.162488235294118,2.2087823529411765,1.5705882352941178,0.1,0.9797409252740826
"Hummus, commercial",58.7,7.35,17.1,14.9,0.34,5.4,5.374347058823529,1.97,5.4363621953922685
"Tomatoes, grape, raw",92.5,0.83,0.63,5.51,3.8154588235294113,2.1,0.9529411764705882,0.56,2.4885391450597227
"Beans, snap, green, canned, regular pack, drained solids",93.6,1.04,0.39,4.11,1.29,1.6775764705882352,0.9705882352941176,0.89,3.88441658996357
"Nuts, almonds, dry roasted, with salt added",2.2,20.4,3.436524588235294,16.2,4.17,11.0,7.600355294117647,3.47,7.004762438772071
"Kale, raw",89.6,2.92,1.49,4.42,0.8,4.1,1.5058823529411764,1.54,6.711013339675893
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",43.4,4.52,14.4,36.3,4.5,2.4,4.622682352941177,1.44,0.7953435066824601
"Pickles, cucumber, dill or kosher dill",94.7,0.48,0.43,1.99,1.28,1.0,0.9588235294117645,2.44,3.7795881192684897
"Grapefruit juice, white, canned or bottled, unsweetened",90.9,0.55,0.7,7.59,7.72,0.2,1.2647058823529411,0.29,4.775208888358181
"Peaches, yellow, raw",88.3,0.91,0.27,10.1,8.39,1.5,1.391364705882353,0.43,0.8881848504101726
"Seeds, sunflower seed kernels, dry roasted, with salt added",1.5,21.0,3.436524588235294,17.1,3.14,10.3,7.500119999999999,4.3,7.758130449166074
"Kale, frozen, cooked, boiled, drained, without salt",89.8,2.94,1.21,5.3,1.12,2.6752745098039217,1.6176470588235294,0.73,0.09855364743619588
"Mustard, prepared, yellow",83.7,4.25,3.38,5.3,1.42,4.3,2.3,3.37,7.477355496862891
"Kiwifruit, green, raw",83.9,1.06,0.44,14.0,8.99,3.0,1.3791176470588236,0.63,2.399602586243049
"Nectarines, raw",89.0,1.06,0.28,9.18,7.89,1.5,1.5470588235294116,0.48,1.4040691362580455
"Olives, green, Manzanilla, stuffed with pimiento",76.7,1.15,12.9,4.96,12.22815882352941,4.0,4.310215647058823,4.29,1.0698135510595765
"Tomatoes, canned, red, ripe, diced",94.6,0.84,0.5,3.32,2.99,1.6779490196078433,0.9588235294117647,0.74,3.1786129640410152
"Carrots, frozen, unprepared",90.1,0.81,0.47,7.92,4.2,3.2,1.5823529411764705,0.72,6.244157876577272
"Figs, dried, uncooked",30.0,3.3,0.92,63.9,47.9,9.8,3.6844830588235293,1.86,2.5035468088862904
"Lettuce, cos or romaine, raw",94.7,1.24,0.26,3.24,1.19,1.8,0.9588235294117647,0.55,2.7770755452185636
"Melons, cantaloupe, raw",90.2,0.82,0.18,8.16,7.88,0.8,1.4176470588235295,0.63,0.6152003798822198
"Oranges, raw, navels",86.7,0.91,0.15,11.8,8.57,2.0,1.3796000000000002,0.43,2.4311938857878492
"Pears, raw, bartlett",84.1,0.38,0.16,15.1,9.69,3.1,1.2908823529411766,0.3,0.996352387212134
"Broccoli, raw",90.0,2.57,0.34,6.27,1.4,2.4,1.535294117647059,0.83,3.8337178344401535
"Ketchup, restaurant",68.5,1.11,0.55,26.8,21.8,4.599164705882353,2.1294117647058823,3.02,2.3531846455526177
